MP,FG%,3P%,2P%,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PO_1._R,PO_2._R,Conf._Fin,Finals,Champion,Age,MOV,SOS,FTr,3PAr,TS%,W_pct,PW_pct
241.5,0.488,0.357,0.502,0.805,12.7,29.9,42.6,27.6,7.5,7.6,13.1,19.0,108.9,1.0,1.0,1.0,0.0,0.0,27.6,5.45,-0.11,0.322,0.101,0.557,0.6951219512195121,0.6707317073170732
242.4,0.492,0.345,0.503,0.788,13.4,31.0,44.4,26.7,8.7,5.5,15.4,21.3,108.3,1.0,1.0,1.0,0.0,0.0,28.5,6.39,-0.69,0.363,0.067,0.557,0.6707317073170732,0.6951219512195121
241.2,0.492,0.306,0.502,0.808,13.4,31.5,44.9,25.3,7.8,5.9,14.2,20.6,106.6,1.0,1.0,0.0,0.0,0.0,29.2,3.62,-0.21,0.266,0.05,0.544,0.6219512195121951,0.6219512195121951
242.1,0.474,0.317,0.49,0.783,15.6,27.5,43.2,22.9,9.5,5.5,16.1,23.8,106.5,1.0,1.0,0.0,0.0,0.0,27.3,1.88,-0.02,0.317,0.091,0.538,0.573170731707317,0.5609756097560976
242.7,0.467,0.313,0.482,0.731,15.7,30.5,46.2,25.9,9.7,3.9,15.3,21.6,106.2,0.0,0.0,0.0,0.0,0.0,27.2,-1.5,0.35,0.277,0.09,0.519,0.4634146341463415,0.4512195121951219
241.2,0.458,0.334,0.47,0.732,18.4,29.2,47.6,23.6,9.0,7.5,17.0,22.4,105.4,1.0,0.0,0.0,0.0,0.0,25.6,-1.7,0.15,0.265,0.088,0.51,0.4878048780487805,0.4390243902439024
241.8,0.461,0.342,0.475,0.79,14.5,28.9,43.3,21.3,8.2,4.5,16.8,22.2,105.0,1.0,0.0,0.0,0.0,0.0,24.4,-4.21,0.27,0.33,0.106,0.532,0.4634146341463415,0.3658536585365853
242.4,0.46,0.369,0.475,0.759,15.8,26.5,42.3,24.6,10.5,3.9,16.5,23.2,105.0,0.0,0.0,0.0,0.0,0.0,30.2,-1.71,0.26,0.292,0.139,0.529,0.3780487804878049,0.4390243902439024
241.8,0.466,0.353,0.477,0.747,12.9,28.7,41.6,23.9,8.9,7.5,16.6,21.5,104.3,0.0,0.0,0.0,0.0,0.0,25.1,-6.06,0.44,0.301,0.094,0.525,0.3536585365853658,0.3170731707317073
241.2,0.476,0.292,0.487,0.736,15.0,31.1,46.1,24.5,8.9,7.4,16.0,21.9,104.0,1.0,0.0,0.0,0.0,0.0,27.3,3.32,-0.51,0.317,0.057,0.528,0.573170731707317,0.6097560975609756
241.8,0.473,0.289,0.487,0.72,13.8,29.2,43.0,25.0,10.0,6.1,15.5,22.8,102.9,1.0,0.0,0.0,0.0,0.0,27.3,1.07,0.03,0.314,0.071,0.524,0.5487804878048781,0.5365853658536586
242.1,0.461,0.272,0.476,0.778,13.0,28.6,41.6,24.5,8.7,5.1,15.3,22.6,102.4,0.0,0.0,0.0,0.0,0.0,26.1,-4.46,0.11,0.268,0.074,0.514,0.3048780487804878,0.3536585365853658
242.4,0.475,0.343,0.496,0.738,13.1,29.7,42.8,25.1,8.0,7.0,16.8,21.6,102.0,0.0,0.0,0.0,0.0,0.0,28.0,-1.72,-0.22,0.293,0.139,0.537,0.5121951219512195,0.4390243902439024
240.9,0.471,0.334,0.487,0.775,12.9,28.2,41.1,21.4,8.4,5.9,15.1,19.3,101.9,0.0,0.0,0.0,0.0,0.0,27.6,-1.27,-0.07,0.335,0.101,0.539,0.4268292682926829,0.4512195121951219
242.1,0.477,0.325,0.492,0.734,14.5,30.4,44.8,26.0,7.7,4.7,15.1,23.2,101.6,1.0,1.0,0.0,0.0,0.0,27.3,3.89,-0.22,0.295,0.089,0.531,0.6219512195121951,0.6341463414634146
240.3,0.453,0.324,0.466,0.746,14.3,28.4,42.7,21.9,7.8,4.5,16.9,24.1,101.6,0.0,0.0,0.0,0.0,0.0,26.6,-6.91,0.4,0.319,0.086,0.514,0.2560975609756097,0.2804878048780488
241.5,0.458,0.32,0.466,0.743,14.2,26.4,40.7,24.7,7.5,6.4,14.1,22.8,100.5,0.0,0.0,0.0,0.0,0.0,26.4,-7.05,0.2,0.253,0.054,0.505,0.1829268292682926,0.2804878048780488
241.8,0.456,0.267,0.469,0.766,14.1,26.8,40.9,22.0,9.2,4.9,13.3,18.8,100.4,1.0,0.0,0.0,0.0,0.0,28.3,-1.1,0.15,0.327,0.064,0.516,0.524390243902439,0.4634146341463415
241.2,0.442,0.301,0.45,0.738,16.5,28.7,45.1,18.9,9.4,5.6,17.6,24.2,99.7,0.0,0.0,0.0,0.0,0.0,25.7,-7.87,0.28,0.28,0.057,0.493,0.2926829268292683,0.2560975609756097
241.2,0.465,0.314,0.477,0.743,14.8,29.5,44.3,23.2,6.7,4.4,14.8,20.1,98.9,1.0,0.0,0.0,0.0,0.0,30.1,2.04,0.01,0.307,0.077,0.52,0.5853658536585366,0.573170731707317
240.9,0.439,0.336,0.452,0.75,14.6,29.7,44.3,19.9,6.5,4.3,14.7,22.8,97.6,0.0,0.0,0.0,0.0,0.0,28.2,-7.65,0.18,0.281,0.112,0.501,0.2682926829268293,0.2560975609756097
240.6,0.493,0.363,0.516,0.753,13.9,30.6,44.5,25.5,9.2,5.5,16.6,21.2,113.4,1.0,1.0,1.0,1.0,0.0,28.2,6.66,-0.39,0.358,0.154,0.566,0.7560975609756098,0.6951219512195121
240.9,0.487,0.326,0.5,0.771,13.4,30.6,43.9,26.4,7.8,5.8,16.2,21.8,110.1,1.0,1.0,0.0,0.0,0.0,25.7,-0.24,0.22,0.329,0.074,0.547,0.5365853658536586,0.4878048780487805
242.7,0.482,0.35,0.499,0.717,14.9,29.1,43.9,24.5,8.5,4.7,17.7,25.1,109.9,0.0,0.0,0.0,0.0,0.0,25.0,-0.99,0.05,0.342,0.118,0.543,0.4146341463414634,0.4634146341463415
242.7,0.458,0.326,0.475,0.745,15.0,30.6,45.5,24.0,9.4,5.2,14.8,23.1,108.5,1.0,0.0,0.0,0.0,0.0,28.2,3.11,-0.19,0.347,0.115,0.526,0.6219512195121951,0.5975609756097561
241.2,0.486,0.357,0.498,0.761,14.9,27.5,42.4,23.2,11.5,5.0,15.5,24.0,108.3,1.0,1.0,1.0,0.0,0.0,27.7,7.07,-0.42,0.316,0.085,0.546,0.6707317073170732,0.7195121951219512
241.2,0.463,0.332,0.478,0.762,13.9,27.8,41.7,25.3,9.4,4.2,16.6,25.4,107.9,0.0,0.0,0.0,0.0,0.0,26.5,-3.17,0.17,0.337,0.108,0.53,0.3048780487804878,0.4024390243902439
240.9,0.48,0.326,0.5,0.766,14.9,29.9,44.8,26.1,7.5,4.9,15.3,24.9,107.8,1.0,0.0,0.0,0.0,0.0,26.8,1.7,0.08,0.342,0.112,0.547,0.5,0.5609756097560976
241.8,0.497,0.381,0.511,0.802,11.3,30.4,41.8,28.6,7.5,6.5,13.7,19.3,107.7,1.0,1.0,0.0,0.0,0.0,28.8,6.45,-0.15,0.308,0.108,0.565,0.6585365853658537,0.7073170731707317
241.8,0.466,0.355,0.486,0.742,15.7,28.6,44.3,25.4,9.8,3.4,16.3,22.0,107.5,1.0,0.0,0.0,0.0,0.0,27.1,-0.87,0.2,0.305,0.148,0.534,0.524390243902439,0.4756097560975609
241.5,0.484,0.271,0.499,0.718,14.4,28.8,43.2,27.3,10.3,6.0,16.3,23.4,107.1,1.0,0.0,0.0,0.0,0.0,26.7,0.35,-0.03,0.297,0.067,0.53,0.5,0.5121951219512195
240.9,0.489,0.314,0.5,0.766,12.7,30.0,42.7,26.5,9.1,4.2,15.5,24.0,106.2,1.0,0.0,0.0,0.0,0.0,29.3,2.17,-0.43,0.365,0.061,0.55,0.573170731707317,0.573170731707317
242.4,0.486,0.357,0.505,0.73,12.7,31.3,44.0,23.8,6.6,5.7,17.4,23.5,105.5,0.0,0.0,0.0,0.0,0.0,25.8,1.32,0.03,0.372,0.133,0.554,0.5,0.5487804878048781
242.1,0.49,0.341,0.507,0.765,11.2,31.0,42.2,24.5,7.1,6.3,15.0,22.5,105.5,1.0,1.0,0.0,0.0,0.0,27.5,2.67,-0.46,0.347,0.102,0.555,0.5975609756097561,0.5853658536585366
241.8,0.482,0.365,0.494,0.733,15.7,27.8,43.6,26.0,9.5,5.0,13.5,22.0,105.2,1.0,1.0,1.0,1.0,1.0,28.1,6.29,-0.1,0.271,0.093,0.535,0.6951219512195121,0.7073170731707317
241.8,0.46,0.304,0.471,0.756,15.4,31.3,46.7,21.2,7.9,6.9,17.2,24.9,105.2,0.0,0.0,0.0,0.0,0.0,24.8,-1.74,-0.4,0.324,0.062,0.518,0.4390243902439024,0.4390243902439024
243.0,0.456,0.351,0.472,0.786,12.6,29.6,42.2,24.9,8.2,6.9,16.6,19.6,104.3,0.0,0.0,0.0,0.0,0.0,27.1,-5.77,0.51,0.319,0.133,0.53,0.3170731707317073,0.3170731707317073
241.8,0.473,0.299,0.49,0.756,13.5,27.9,41.4,24.5,9.5,5.3,15.4,21.7,104.2,1.0,0.0,0.0,0.0,0.0,28.0,-1.27,0.06,0.329,0.09,0.534,0.4756097560975609,0.4634146341463415
241.2,0.486,0.361,0.51,0.758,12.0,30.9,42.9,25.8,8.3,6.6,15.8,20.7,104.0,1.0,1.0,0.0,0.0,0.0,27.4,4.23,-0.66,0.31,0.159,0.557,0.6707317073170732,0.6463414634146342
241.2,0.487,0.287,0.498,0.777,13.1,29.7,42.8,24.4,7.9,5.6,14.3,22.7,103.7,1.0,0.0,0.0,0.0,0.0,28.6,0.89,0.04,0.27,0.054,0.536,0.5853658536585366,0.524390243902439
244.0,0.456,0.354,0.473,0.771,13.8,29.1,42.9,20.6,7.4,4.3,15.7,24.5,103.6,0.0,0.0,0.0,0.0,0.0,25.2,-1.15,0.21,0.361,0.137,0.535,0.4390243902439024,0.4634146341463415
241.2,0.462,0.318,0.473,0.767,15.7,30.6,46.3,22.8,8.5,6.4,16.5,23.1,102.8,1.0,0.0,0.0,0.0,0.0,27.3,1.26,-0.05,0.319,0.069,0.522,0.524390243902439,0.5487804878048781
240.6,0.472,0.333,0.494,0.742,12.8,25.8,38.6,25.4,10.5,4.8,16.6,24.1,102.3,0.0,0.0,0.0,0.0,0.0,26.9,-3.73,0.47,0.301,0.135,0.535,0.3414634146341463,0.3780487804878049
241.5,0.467,0.301,0.482,0.748,12.6,28.3,40.8,25.7,8.2,4.4,16.1,21.9,101.9,0.0,0.0,0.0,0.0,0.0,26.1,-7.04,0.55,0.298,0.082,0.523,0.2682926829268293,0.2804878048780488
243.0,0.465,0.32,0.479,0.741,14.0,32.4,46.5,25.9,8.3,4.5,15.8,25.7,101.6,1.0,1.0,1.0,0.0,0.0,28.3,6.16,-0.29,0.336,0.088,0.526,0.7317073170731707,0.7073170731707317
241.2,0.453,0.322,0.472,0.729,15.8,28.2,44.0,23.7,7.1,3.0,14.0,21.3,100.6,0.0,0.0,0.0,0.0,0.0,29.9,-1.39,0.29,0.271,0.126,0.511,0.4878048780487805,0.4512195121951219
240.6,0.435,0.338,0.448,0.705,15.0,27.6,42.7,20.5,7.9,4.3,17.8,28.1,99.3,0.0,0.0,0.0,0.0,0.0,24.9,-15.2,0.52,0.299,0.115,0.495,0.1341463414634146,0.1219512195121951
242.1,0.466,0.292,0.483,0.798,11.5,26.9,38.3,24.4,7.9,5.5,17.3,24.7,98.1,0.0,0.0,0.0,0.0,0.0,25.8,-7.78,0.16,0.344,0.087,0.535,0.2317073170731707,0.2560975609756097
240.3,0.484,0.33,0.511,0.728,14.9,29.9,44.8,27.6,9.1,5.6,15.9,20.0,108.2,1.0,1.0,0.0,0.0,0.0,28.7,4.84,-0.17,0.325,0.147,0.548,0.6829268292682927,0.6585365853658537
241.2,0.492,0.339,0.512,0.664,14.4,29.2,43.6,26.8,9.8,6.2,17.5,21.8,107.9,1.0,0.0,0.0,0.0,0.0,25.0,1.74,0.01,0.322,0.12,0.542,0.6097560975609756,0.5609756097560976
240.9,0.454,0.353,0.466,0.743,15.9,30.0,45.9,25.2,9.1,5.0,14.8,22.3,107.3,1.0,0.0,0.0,0.0,0.0,28.6,2.63,-0.04,0.323,0.104,0.518,0.573170731707317,0.5853658536585366
241.8,0.476,0.367,0.493,0.764,12.4,30.2,42.6,27.0,8.8,4.8,15.4,21.3,106.5,0.0,0.0,0.0,0.0,0.0,27.6,-0.22,-0.01,0.301,0.129,0.543,0.5,0.4878048780487805
240.6,0.484,0.335,0.501,0.745,14.0,27.2,41.2,25.8,12.8,4.5,15.4,23.3,105.9,1.0,0.0,0.0,0.0,0.0,28.1,9.09,-0.41,0.344,0.105,0.547,0.7682926829268293,0.7804878048780488
240.6,0.485,0.347,0.513,0.678,14.4,28.7,43.1,25.2,8.3,5.6,16.2,20.9,105.7,1.0,0.0,0.0,0.0,0.0,25.8,3.89,-0.21,0.341,0.165,0.547,0.6097560975609756,0.6341463414634146
241.5,0.464,0.338,0.485,0.785,15.1,29.4,44.4,22.6,7.8,4.6,16.0,24.7,103.4,1.0,0.0,0.0,0.0,0.0,26.0,2.67,-0.27,0.322,0.145,0.538,0.5121951219512195,0.5853658536585366
241.8,0.445,0.327,0.458,0.762,15.9,31.2,47.0,23.2,8.5,7.0,14.6,20.6,103.2,1.0,0.0,0.0,0.0,0.0,26.6,2.2,-0.08,0.351,0.096,0.515,0.5487804878048781,0.573170731707317
241.2,0.467,0.303,0.488,0.709,13.7,29.4,43.0,26.5,9.8,5.1,18.0,21.6,103.0,0.0,0.0,0.0,0.0,0.0,27.0,-5.72,0.44,0.297,0.116,0.521,0.3292682926829268,0.3170731707317073
241.8,0.477,0.32,0.491,0.74,12.9,29.1,42.0,26.6,9.2,4.4,14.5,24.2,101.9,1.0,1.0,1.0,0.0,0.0,29.4,4.22,-0.12,0.354,0.083,0.537,0.6463414634146342,0.6463414634146342
240.9,0.461,0.323,0.48,0.752,15.2,29.5,44.8,25.1,11.2,5.5,15.3,19.8,101.4,1.0,1.0,0.0,0.0,0.0,28.7,5.27,-0.33,0.294,0.118,0.523,0.6951219512195121,0.6829268292682927
242.1,0.465,0.362,0.48,0.77,13.3,28.7,42.0,25.0,8.6,5.2,13.9,20.7,101.2,1.0,0.0,0.0,0.0,0.0,27.9,4.02,-0.39,0.335,0.121,0.537,0.573170731707317,0.6341463414634146
240.9,0.452,0.353,0.464,0.731,13.7,28.6,42.3,24.7,8.2,4.3,16.3,24.1,101.1,0.0,0.0,0.0,0.0,0.0,26.7,-5.77,0.44,0.326,0.104,0.516,0.3414634146341463,0.3170731707317073
241.2,0.475,0.334,0.508,0.743,11.3,31.9,43.2,25.5,8.7,5.9,16.3,20.1,101.1,1.0,1.0,1.0,1.0,1.0,28.1,4.32,-0.12,0.294,0.191,0.545,0.7073170731707317,0.6463414634146342
240.9,0.486,0.368,0.496,0.738,13.8,29.4,43.2,25.1,8.6,5.6,17.6,24.1,101.0,1.0,1.0,1.0,0.0,0.0,27.2,3.45,-0.19,0.366,0.077,0.547,0.573170731707317,0.6219512195121951
242.7,0.472,0.289,0.486,0.73,12.6,29.0,41.7,23.5,8.2,5.4,15.1,22.5,100.8,0.0,0.0,0.0,0.0,0.0,27.8,-4.28,0.01,0.284,0.068,0.521,0.3902439024390244,0.3536585365853658
240.9,0.45,0.3,0.468,0.717,15.4,26.9,42.2,24.2,9.2,5.6,14.6,22.9,100.4,0.0,0.0,0.0,0.0,0.0,26.5,-4.29,0.36,0.269,0.11,0.503,0.4024390243902439,0.3536585365853658
240.3,0.468,0.297,0.489,0.748,13.1,26.7,39.8,22.2,8.5,3.9,17.1,20.9,100.4,0.0,0.0,0.0,0.0,0.0,25.8,-7.38,0.25,0.317,0.109,0.529,0.2926829268292683,0.2682926829268293
240.9,0.465,0.285,0.483,0.718,13.5,31.2,44.7,21.5,8.3,8.4,17.3,23.5,100.3,1.0,1.0,0.0,0.0,0.0,24.8,1.49,0.05,0.357,0.088,0.524,0.5121951219512195,0.5487804878048781
241.2,0.475,0.349,0.49,0.742,14.5,31.7,46.2,23.1,6.8,5.5,14.6,20.3,100.0,1.0,0.0,0.0,0.0,0.0,29.0,5.26,-0.21,0.322,0.107,0.537,0.6707317073170732,0.6829268292682927
240.9,0.46,0.348,0.477,0.746,14.3,31.0,45.3,25.2,9.2,4.7,16.6,24.4,98.5,1.0,1.0,1.0,1.0,0.0,28.9,6.99,-0.5,0.311,0.135,0.527,0.6951219512195121,0.7317073170731707
241.5,0.455,0.338,0.474,0.714,12.3,29.2,41.5,22.3,8.1,6.4,16.7,18.1,98.0,0.0,0.0,0.0,0.0,0.0,27.2,-7.62,0.25,0.31,0.138,0.518,0.3048780487804878,0.2560975609756097
241.2,0.476,0.354,0.489,0.705,13.9,29.2,43.1,25.6,9.0,4.3,15.9,21.3,98.0,1.0,1.0,0.0,0.0,0.0,27.7,3.09,-0.22,0.273,0.097,0.526,0.6707317073170732,0.6097560975609756
240.3,0.447,0.325,0.469,0.702,13.7,26.3,40.0,23.7,9.8,5.0,16.4,22.2,96.9,0.0,0.0,0.0,0.0,0.0,26.1,-6.48,0.24,0.32,0.15,0.512,0.2439024390243902,0.2926829268292683
240.6,0.452,0.344,0.47,0.731,12.5,28.3,40.8,21.5,7.3,3.8,15.1,23.6,96.9,0.0,0.0,0.0,0.0,0.0,27.5,-7.78,0.33,0.244,0.148,0.511,0.2439024390243902,0.2560975609756097
240.6,0.457,0.329,0.469,0.772,12.1,28.6,40.6,24.0,7.3,5.4,18.0,24.6,96.7,0.0,0.0,0.0,0.0,0.0,26.2,-6.93,0.38,0.352,0.085,0.525,0.2439024390243902,0.2804878048780488
240.6,0.432,0.312,0.447,0.747,15.5,26.2,41.7,19.9,9.4,3.6,17.0,24.5,95.1,0.0,0.0,0.0,0.0,0.0,25.3,-8.7,0.5,0.275,0.109,0.492,0.1585365853658536,0.2317073170731707
243.0,0.502,0.37,0.535,0.669,14.0,30.0,44.0,27.8,8.2,6.0,15.8,21.0,110.9,1.0,1.0,1.0,1.0,0.0,26.6,7.06,-0.62,0.357,0.205,0.569,0.6951219512195121,0.7195121951219512
241.8,0.482,0.369,0.515,0.756,12.5,29.3,41.8,26.8,8.4,3.8,14.2,22.4,110.6,1.0,1.0,0.0,0.0,0.0,29.2,3.88,-0.02,0.338,0.227,0.567,0.7195121951219512,0.6219512195121951
241.8,0.491,0.376,0.519,0.758,13.0,28.5,41.5,25.8,11.2,4.8,15.8,25.2,110.4,1.0,0.0,0.0,0.0,0.0,28.7,8.18,-0.27,0.38,0.194,0.575,0.6951219512195121,0.7439024390243902
242.1,0.484,0.375,0.507,0.738,12.5,32.5,45.0,23.4,8.0,5.6,15.2,22.8,106.6,1.0,1.0,1.0,0.0,0.0,29.0,5.96,-0.06,0.372,0.173,0.562,0.7560975609756098,0.6951219512195121
241.2,0.512,0.376,0.531,0.781,10.7,29.4,40.1,27.5,9.2,4.8,15.7,24.9,106.4,1.0,0.0,0.0,0.0,0.0,29.6,7.99,-0.23,0.392,0.126,0.587,0.7317073170731707,0.7439024390243902
242.7,0.468,0.341,0.507,0.704,13.4,28.9,42.3,24.6,7.9,4.8,18.3,22.0,105.7,0.0,0.0,0.0,0.0,0.0,26.0,-5.41,0.51,0.348,0.233,0.547,0.3170731707317073,0.3292682926829268
242.7,0.463,0.352,0.493,0.735,13.7,28.2,42.0,25.3,9.1,6.9,15.2,23.6,105.1,1.0,1.0,0.0,0.0,0.0,25.9,-0.22,0.21,0.292,0.21,0.539,0.5853658536585366,0.4878048780487805
240.6,0.48,0.368,0.521,0.749,10.7,29.8,40.5,25.1,8.8,6.3,16.1,20.9,103.5,1.0,1.0,1.0,1.0,1.0,28.5,2.12,0.2,0.31,0.267,0.568,0.573170731707317,0.573170731707317
243.0,0.44,0.322,0.463,0.734,18.5,29.7,48.1,23.7,7.1,4.2,16.4,22.1,103.2,0.0,0.0,0.0,0.0,0.0,24.3,-2.9,0.51,0.301,0.163,0.509,0.4390243902439024,0.4024390243902439
240.3,0.451,0.365,0.469,0.697,16.5,29.8,46.3,22.5,8.1,5.7,14.8,24.7,103.1,1.0,0.0,0.0,0.0,0.0,29.3,3.82,-0.02,0.313,0.177,0.521,0.5365853658536586,0.6341463414634146
241.5,0.464,0.368,0.48,0.753,14.1,28.3,42.4,21.7,7.5,4.4,15.9,24.1,102.8,1.0,0.0,0.0,0.0,0.0,27.2,-1.88,-0.04,0.331,0.144,0.537,0.4268292682926829,0.4390243902439024
241.8,0.476,0.373,0.498,0.726,13.5,28.0,41.5,24.0,9.7,4.3,15.8,23.9,101.5,1.0,1.0,0.0,0.0,0.0,28.1,4.83,-0.51,0.308,0.177,0.546,0.573170731707317,0.6585365853658537
243.7,0.479,0.356,0.507,0.738,12.7,29.3,42.0,22.4,8.0,7.1,16.8,25.2,101.3,1.0,0.0,0.0,0.0,0.0,26.6,0.84,0.11,0.357,0.18,0.556,0.5,0.524390243902439
241.5,0.467,0.369,0.487,0.736,13.3,27.7,41.0,21.7,8.1,3.6,15.7,24.4,101.1,0.0,0.0,0.0,0.0,0.0,27.1,-1.63,-0.21,0.317,0.175,0.54,0.3902439024390244,0.4390243902439024
241.5,0.474,0.397,0.495,0.777,10.1,29.2,39.4,25.3,7.6,4.9,14.9,20.5,100.6,1.0,0.0,0.0,0.0,0.0,28.0,3.28,-0.41,0.317,0.219,0.562,0.6097560975609756,0.6097560975609756
242.1,0.46,0.343,0.487,0.724,12.7,27.1,39.8,21.3,7.9,4.9,15.9,23.8,100.5,0.0,0.0,0.0,0.0,0.0,24.5,-5.6,0.04,0.292,0.183,0.529,0.2560975609756097,0.3170731707317073
242.1,0.459,0.366,0.483,0.712,13.0,26.7,39.6,21.2,8.2,4.4,17.0,22.7,99.3,0.0,0.0,0.0,0.0,0.0,25.7,-4.37,0.07,0.343,0.205,0.537,0.4146341463414634,0.3536585365853658
241.2,0.477,0.38,0.496,0.751,12.8,27.9,40.7,22.9,8.6,4.4,16.3,23.6,99.2,1.0,1.0,1.0,0.0,0.0,28.7,3.7,-0.34,0.383,0.158,0.557,0.6341463414634146,0.6341463414634146
241.2,0.467,0.368,0.496,0.734,11.3,30.2,41.5,25.1,7.2,4.7,15.9,25.6,98.2,1.0,1.0,0.0,0.0,0.0,29.4,3.11,-0.33,0.331,0.226,0.55,0.6707317073170732,0.6097560975609756
242.1,0.468,0.346,0.491,0.711,13.1,28.4,41.4,22.2,7.9,5.6,17.7,24.9,98.2,0.0,0.0,0.0,0.0,0.0,26.4,-1.0,0.26,0.359,0.16,0.538,0.4756097560975609,0.4634146341463415
240.6,0.461,0.354,0.49,0.741,11.7,26.9,38.6,22.8,8.6,5.1,16.1,26.2,98.2,0.0,0.0,0.0,0.0,0.0,26.9,-7.29,0.21,0.293,0.21,0.538,0.3414634146341463,0.2682926829268293
242.4,0.436,0.319,0.464,0.759,14.8,31.3,46.1,23.0,6.6,6.7,15.9,22.5,98.1,0.0,0.0,0.0,0.0,0.0,27.5,-3.13,-0.14,0.342,0.192,0.519,0.3658536585365853,0.3902439024390244
242.4,0.444,0.315,0.468,0.71,13.0,25.3,38.3,22.0,9.6,5.3,16.3,26.2,96.7,0.0,0.0,0.0,0.0,0.0,24.9,-9.16,0.73,0.302,0.153,0.508,0.2073170731707317,0.2195121951219512
242.1,0.447,0.341,0.48,0.724,13.5,27.7,41.2,21.4,9.0,5.0,14.9,22.0,96.6,1.0,0.0,0.0,0.0,0.0,28.2,1.28,-0.22,0.292,0.237,0.525,0.5121951219512195,0.5487804878048781
241.5,0.448,0.379,0.46,0.737,13.5,27.2,40.7,19.1,7.8,7.0,16.5,22.4,95.4,0.0,0.0,0.0,0.0,0.0,25.1,-5.07,0.01,0.323,0.142,0.521,0.2926829268292683,0.3292682926829268
241.2,0.449,0.313,0.475,0.775,10.8,25.5,36.3,21.7,7.4,4.9,17.1,25.3,94.2,0.0,0.0,0.0,0.0,0.0,25.4,-9.0,0.78,0.379,0.163,0.532,0.2560975609756097,0.2195121951219512
243.0,0.441,0.385,0.452,0.76,12.7,27.3,40.0,20.4,7.7,4.3,14.3,20.7,90.5,1.0,0.0,0.0,0.0,0.0,28.3,0.62,-0.07,0.317,0.165,0.52,0.524390243902439,0.524390243902439
240.6,0.478,0.403,0.496,0.746,15.2,29.4,44.6,24.8,9.1,4.2,14.3,22.0,105.2,1.0,1.0,1.0,1.0,1.0,29.9,12.24,-0.44,0.291,0.196,0.555,0.8780487804878049,0.8536585365853658
242.4,0.48,0.364,0.519,0.76,11.6,29.9,41.5,24.4,10.8,4.8,17.6,24.0,104.5,1.0,1.0,1.0,1.0,0.0,29.6,7.79,-0.4,0.379,0.249,0.574,0.7804878048780488,0.7439024390243902
242.1,0.482,0.378,0.517,0.691,11.8,29.3,41.1,25.4,8.1,5.0,14.1,20.8,104.5,1.0,1.0,1.0,0.0,0.0,27.7,5.56,-0.16,0.336,0.248,0.562,0.7317073170731707,0.6829268292682927
243.4,0.473,0.332,0.498,0.771,12.3,30.5,42.8,24.4,7.6,4.0,14.7,21.7,104.3,1.0,0.0,0.0,0.0,0.0,27.9,0.33,-0.05,0.37,0.147,0.551,0.5,0.5121951219512195
242.7,0.456,0.371,0.478,0.714,12.8,29.6,42.4,21.9,8.0,5.0,15.9,24.9,103.6,0.0,0.0,0.0,0.0,0.0,26.3,-3.4,0.03,0.329,0.209,0.534,0.4024390243902439,0.3902439024390244
241.2,0.477,0.392,0.498,0.736,11.4,31.5,43.0,24.9,7.9,6.5,14.6,22.2,103.4,1.0,1.0,0.0,0.0,0.0,29.4,6.3,-0.33,0.342,0.2,0.558,0.7195121951219512,0.7073170731707317
240.0,0.48,0.351,0.512,0.746,12.1,28.1,40.2,25.4,8.8,6.3,14.2,20.8,102.9,1.0,0.0,0.0,0.0,0.0,27.1,4.45,-0.24,0.306,0.203,0.555,0.6463414634146342,0.6463414634146342
242.4,0.47,0.384,0.495,0.77,12.0,27.5,39.5,23.3,7.1,3.4,15.1,22.1,102.8,0.0,0.0,0.0,0.0,0.0,27.8,-0.57,0.09,0.32,0.23,0.558,0.5,0.4756097560975609
241.5,0.484,0.407,0.501,0.728,11.3,28.4,39.7,22.1,7.2,6.2,16.2,24.2,102.5,0.0,0.0,0.0,0.0,0.0,24.8,1.06,-0.07,0.314,0.183,0.558,0.4756097560975609,0.5365853658536586
241.2,0.488,0.372,0.509,0.768,12.1,28.9,41.0,26.1,8.1,5.1,14.8,25.0,102.5,1.0,1.0,1.0,0.0,0.0,29.5,6.59,-0.34,0.359,0.158,0.566,0.6707317073170732,0.7195121951219512
241.5,0.464,0.362,0.501,0.765,11.2,29.9,41.1,24.2,7.9,5.8,15.2,21.4,102.5,1.0,1.0,0.0,0.0,0.0,29.0,1.74,-0.12,0.317,0.265,0.555,0.5853658536585366,0.5609756097560976
243.0,0.42,0.36,0.443,0.722,17.2,29.0,46.2,23.3,7.8,4.2,15.5,22.4,102.5,0.0,0.0,0.0,0.0,0.0,25.1,-4.9,0.19,0.266,0.274,0.507,0.3170731707317073,0.3414634146341463
240.9,0.456,0.373,0.474,0.759,14.3,27.9,42.2,23.0,8.6,5.7,16.4,22.4,101.6,0.0,0.0,0.0,0.0,0.0,27.0,-1.45,0.03,0.349,0.179,0.539,0.4390243902439024,0.4512195121951219
240.9,0.457,0.387,0.473,0.731,13.6,28.6,42.2,22.3,7.8,5.3,17.6,26.0,99.5,1.0,0.0,0.0,0.0,0.0,26.6,-2.71,0.09,0.371,0.184,0.54,0.4756097560975609,0.4024390243902439
240.6,0.472,0.37,0.499,0.702,11.9,26.7,38.6,20.4,8.6,5.0,16.5,24.5,99.4,0.0,0.0,0.0,0.0,0.0,25.2,-3.6,0.13,0.3,0.208,0.544,0.3536585365853658,0.3780487804878049
