MP,FG%,3P%,2P%,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PO_1._R,PO_2._R,Conf._Fin,Finals,Champion,Age,MOV,SOS,FTr,3PAr,TS%,W_pct,PW_pct
240.0,0.452,0.376,0.475,0.756,9.9,28.9,38.7,21.5,7.9,6.9,14.5,20.7,94.3,1.0,1.0,0.0,0.0,0.0,29.5,2.13,-0.45,0.31,0.24,0.54,0.6097560975609756,0.5853658536585366
241.2,0.439,0.354,0.458,0.765,11.6,29.8,41.5,20.2,8.1,4.3,15.5,20.8,94.0,0.0,0.0,0.0,0.0,0.0,25.7,-4.23,-0.18,0.294,0.181,0.517,0.4024390243902439,0.3536585365853658
240.9,0.44,0.348,0.456,0.745,12.9,30.5,43.5,21.5,8.0,5.6,14.0,21.3,93.9,1.0,1.0,0.0,0.0,0.0,28.3,0.96,-0.4,0.32,0.151,0.513,0.5365853658536586,0.5365853658536586
240.6,0.441,0.388,0.448,0.765,12.9,29.2,42.0,20.9,7.0,4.3,13.0,21.5,92.8,0.0,0.0,0.0,0.0,0.0,27.5,-1.4,-0.17,0.28,0.118,0.508,0.4512195121951219,0.4512195121951219
243.7,0.428,0.335,0.455,0.741,12.5,29.4,41.9,18.1,6.5,5.4,14.1,18.0,92.3,0.0,0.0,0.0,0.0,0.0,25.9,-4.89,0.58,0.286,0.223,0.507,0.3414634146341463,0.3292682926829268
241.5,0.424,0.329,0.446,0.744,13.6,28.2,41.8,22.2,7.5,5.6,14.7,22.8,92.2,0.0,0.0,0.0,0.0,0.0,28.2,-5.82,0.63,0.256,0.187,0.495,0.3292682926829268,0.2926829268292683
241.5,0.432,0.353,0.453,0.787,10.7,30.0,40.7,21.0,6.8,3.5,14.5,22.0,91.6,0.0,0.0,0.0,0.0,0.0,30.3,-3.99,-0.16,0.274,0.206,0.514,0.3658536585365853,0.3536585365853658
240.9,0.434,0.349,0.451,0.739,13.6,28.5,42.1,21.7,8.4,5.5,14.3,21.6,91.4,1.0,0.0,0.0,0.0,0.0,29.3,-0.44,-0.27,0.255,0.165,0.501,0.5121951219512195,0.4878048780487805
240.6,0.436,0.299,0.453,0.779,13.3,30.9,44.2,20.0,8.6,4.4,15.3,20.1,91.0,1.0,0.0,0.0,0.0,0.0,29.0,1.6,-0.33,0.327,0.111,0.507,0.524390243902439,0.5609756097560976
241.2,0.436,0.307,0.462,0.708,12.0,29.4,41.4,21.8,7.9,6.0,16.4,19.2,89.9,0.0,0.0,0.0,0.0,0.0,25.5,-7.44,0.7,0.288,0.168,0.501,0.2804878048780488,0.2439024390243902
241.5,0.433,0.346,0.447,0.722,11.3,28.8,40.0,22.2,7.7,4.4,15.3,22.4,89.5,0.0,0.0,0.0,0.0,0.0,25.5,-8.54,0.02,0.302,0.134,0.499,0.2560975609756097,0.2195121951219512
243.0,0.439,0.347,0.454,0.724,11.0,31.0,42.0,20.3,6.7,5.5,14.8,22.5,87.2,0.0,0.0,0.0,0.0,0.0,30.1,-1.54,-0.31,0.268,0.141,0.501,0.4390243902439024,0.4390243902439024
241.2,0.453,0.381,0.475,0.829,11.1,31.0,42.1,22.4,8.1,5.5,11.6,21.1,103.0,1.0,1.0,1.0,0.0,0.0,28.1,7.78,0.12,0.257,0.239,0.543,0.7317073170731707,0.7560975609756098
240.9,0.441,0.344,0.462,0.778,15.7,31.0,46.7,20.9,7.2,6.2,15.8,21.8,102.4,0.0,0.0,0.0,0.0,0.0,24.4,-1.13,0.54,0.343,0.178,0.526,0.4634146341463415,0.4634146341463415
241.8,0.464,0.381,0.482,0.746,11.0,33.5,44.5,24.8,9.0,5.6,14.5,20.3,101.7,1.0,1.0,0.0,0.0,0.0,28.3,6.5,0.18,0.262,0.184,0.535,0.7195121951219512,0.7195121951219512
243.0,0.451,0.356,0.475,0.734,13.1,31.1,44.3,23.3,7.8,5.7,14.5,22.9,100.4,1.0,1.0,0.0,0.0,0.0,28.1,2.33,0.38,0.311,0.199,0.528,0.6097560975609756,0.5853658536585366
242.7,0.457,0.383,0.478,0.776,10.7,28.9,39.5,22.2,7.6,4.2,12.7,22.2,99.5,1.0,0.0,0.0,0.0,0.0,29.3,0.23,-0.48,0.287,0.229,0.543,0.5121951219512195,0.5121951219512195
241.5,0.436,0.357,0.46,0.777,11.7,29.2,40.9,20.4,8.5,3.7,14.4,23.0,98.5,1.0,0.0,0.0,0.0,0.0,26.9,0.13,-0.53,0.307,0.235,0.526,0.5121951219512195,0.5
241.5,0.466,0.368,0.479,0.77,11.7,31.9,43.6,25.2,6.7,5.3,13.7,20.8,98.1,1.0,0.0,0.0,0.0,0.0,28.2,2.07,0.39,0.268,0.118,0.528,0.6219512195121951,0.573170731707317
243.0,0.452,0.365,0.473,0.739,11.5,30.1,41.6,23.1,7.9,6.1,15.4,20.5,97.5,0.0,0.0,0.0,0.0,0.0,24.9,-3.23,0.63,0.287,0.19,0.526,0.3414634146341463,0.3902439024390244
242.1,0.448,0.311,0.466,0.775,12.7,29.5,42.2,21.6,10.3,3.5,14.8,22.0,96.8,1.0,1.0,0.0,0.0,0.0,28.3,2.3,-0.55,0.339,0.119,0.52,0.5853658536585366,0.5853658536585366
242.7,0.441,0.339,0.461,0.766,12.2,32.0,44.2,23.3,8.5,5.4,14.8,22.1,96.8,1.0,0.0,0.0,0.0,0.0,25.9,3.49,-0.7,0.344,0.169,0.522,0.5853658536585366,0.6219512195121951
242.1,0.441,0.383,0.459,0.815,10.3,29.0,39.2,22.0,7.1,3.1,14.0,23.0,95.9,0.0,0.0,0.0,0.0,0.0,30.2,-1.35,-0.26,0.241,0.235,0.528,0.4512195121951219,0.4512195121951219
241.8,0.462,0.354,0.489,0.725,11.5,31.2,42.6,20.0,7.7,6.5,15.8,20.4,95.8,1.0,1.0,1.0,1.0,1.0,28.4,5.41,0.23,0.348,0.202,0.541,0.7317073170731707,0.6951219512195121
241.5,0.443,0.343,0.464,0.742,12.8,29.8,42.5,21.0,8.1,4.9,14.7,22.0,95.5,1.0,0.0,0.0,0.0,0.0,25.2,1.13,0.43,0.285,0.17,0.514,0.5365853658536586,0.5365853658536586
240.9,0.441,0.332,0.462,0.757,12.1,30.8,42.9,23.0,8.7,4.6,14.8,21.6,95.4,1.0,1.0,1.0,1.0,0.0,27.3,5.22,-0.8,0.333,0.158,0.518,0.5975609756097561,0.6829268292682927
242.1,0.46,0.33,0.488,0.745,12.1,29.0,41.1,22.7,8.8,3.9,15.2,19.9,95.2,1.0,0.0,0.0,0.0,0.0,29.2,2.61,0.36,0.3,0.177,0.531,0.6097560975609756,0.5975609756097561
243.0,0.445,0.35,0.462,0.722,12.0,31.0,43.0,21.7,7.4,5.6,16.9,24.7,95.0,0.0,0.0,0.0,0.0,0.0,25.2,-5.13,-0.17,0.3,0.148,0.512,0.3658536585365853,0.3292682926829268
241.2,0.468,0.349,0.481,0.745,12.5,29.0,41.5,25.6,8.6,5.7,16.8,22.4,94.7,1.0,0.0,0.0,0.0,0.0,30.9,2.39,0.37,0.38,0.104,0.537,0.573170731707317,0.5853658536585366
242.7,0.444,0.352,0.464,0.793,11.4,31.2,42.6,20.5,7.5,5.8,16.7,21.7,94.1,0.0,0.0,0.0,0.0,0.0,27.2,-3.56,-0.31,0.313,0.177,0.527,0.4268292682926829,0.3780487804878049
242.7,0.435,0.376,0.447,0.768,13.4,30.2,43.6,22.0,8.0,4.8,14.8,21.6,93.9,1.0,0.0,0.0,0.0,0.0,29.1,2.11,-0.59,0.285,0.161,0.511,0.573170731707317,0.573170731707317
240.9,0.437,0.331,0.46,0.75,12.3,30.0,42.3,19.6,7.0,5.6,15.7,21.8,93.8,0.0,0.0,0.0,0.0,0.0,25.3,-4.12,0.68,0.335,0.182,0.516,0.3292682926829268,0.3536585365853658
243.0,0.44,0.346,0.462,0.768,12.5,31.3,43.8,18.4,7.2,6.0,15.6,19.5,93.8,0.0,0.0,0.0,0.0,0.0,25.9,1.48,0.42,0.316,0.196,0.522,0.524390243902439,0.5609756097560976
241.8,0.415,0.334,0.455,0.742,10.4,30.1,40.5,19.2,8.8,3.7,14.0,21.4,92.7,1.0,1.0,0.0,0.0,0.0,26.9,-0.39,-0.36,0.306,0.331,0.514,0.5365853658536586,0.4878048780487805
242.1,0.437,0.353,0.458,0.744,11.7,29.1,40.8,21.6,8.3,3.6,13.2,20.9,92.1,0.0,0.0,0.0,0.0,0.0,26.9,-0.12,0.49,0.27,0.196,0.512,0.4878048780487805,0.5
241.8,0.44,0.312,0.459,0.779,11.2,29.2,40.4,19.7,7.6,4.8,13.4,20.0,91.5,0.0,0.0,0.0,0.0,0.0,28.4,-1.01,-0.46,0.325,0.127,0.513,0.4512195121951219,0.4634146341463415
242.7,0.43,0.358,0.452,0.771,10.8,29.8,40.6,19.8,6.8,5.7,13.5,21.3,91.4,1.0,1.0,1.0,0.0,0.0,29.0,3.68,-0.71,0.322,0.237,0.523,0.6097560975609756,0.6341463414634146
241.8,0.422,0.327,0.437,0.747,13.6,31.0,44.6,20.9,7.8,6.4,18.3,22.7,91.4,0.0,0.0,0.0,0.0,0.0,23.5,-9.62,0.04,0.298,0.133,0.491,0.2073170731707317,0.1951219512195122
241.5,0.427,0.343,0.446,0.718,12.5,28.7,41.2,19.3,7.4,4.8,14.4,21.5,90.9,0.0,0.0,0.0,0.0,0.0,27.6,-5.87,-0.23,0.282,0.179,0.497,0.2926829268292683,0.2926829268292683
241.8,0.412,0.316,0.432,0.765,11.6,30.0,41.6,18.3,7.2,4.0,14.2,22.6,85.6,0.0,0.0,0.0,0.0,0.0,26.5,-5.05,-0.08,0.259,0.169,0.483,0.3048780487804878,0.3048780487804878
240.6,0.411,0.278,0.43,0.699,13.6,28.8,42.4,21.2,8.7,5.1,18.5,25.1,84.2,0.0,0.0,0.0,0.0,0.0,24.1,-8.28,0.87,0.283,0.126,0.469,0.2073170731707317,0.2073170731707317
241.5,0.459,0.348,0.488,0.796,14.3,31.0,45.3,23.9,8.0,5.3,12.2,19.6,105.2,1.0,0.0,0.0,0.0,0.0,27.4,4.44,0.42,0.256,0.201,0.536,0.6341463414634146,0.6463414634146342
241.2,0.462,0.401,0.48,0.795,10.8,30.4,41.2,26.2,8.7,4.0,13.9,19.3,102.8,1.0,1.0,0.0,0.0,0.0,29.3,5.01,0.4,0.305,0.223,0.554,0.6707317073170732,0.6707317073170732
242.1,0.454,0.327,0.479,0.693,12.2,30.9,43.1,23.8,8.3,4.6,13.8,21.1,98.2,1.0,1.0,1.0,1.0,0.0,29.8,3.9,0.45,0.352,0.167,0.522,0.6829268292682927,0.6341463414634146
241.2,0.447,0.35,0.467,0.775,11.7,30.5,42.2,22.8,6.8,4.7,13.5,20.3,98.0,1.0,0.0,0.0,0.0,0.0,26.5,1.06,-0.64,0.33,0.172,0.528,0.5,0.5365853658536586
240.6,0.443,0.336,0.461,0.767,13.2,29.1,42.3,21.9,9.1,6.3,15.6,22.0,97.2,1.0,0.0,0.0,0.0,0.0,25.6,1.07,0.58,0.319,0.146,0.517,0.524390243902439,0.5365853658536586
241.5,0.446,0.373,0.476,0.765,11.1,28.3,39.3,21.7,8.1,4.7,14.5,21.8,97.1,0.0,0.0,0.0,0.0,0.0,26.0,-0.63,0.66,0.27,0.294,0.54,0.4512195121951219,0.4756097560975609
242.4,0.445,0.34,0.471,0.727,12.8,29.0,41.8,23.4,9.7,6.9,15.0,23.2,96.7,1.0,0.0,0.0,0.0,0.0,26.0,2.44,0.52,0.322,0.197,0.522,0.6097560975609756,0.5853658536585366
240.3,0.443,0.346,0.475,0.75,10.4,29.8,40.1,20.5,9.4,4.0,16.2,22.4,95.3,1.0,0.0,0.0,0.0,0.0,26.4,-1.45,-0.54,0.327,0.249,0.532,0.4390243902439024,0.4512195121951219
241.5,0.428,0.321,0.448,0.785,14.0,29.5,43.5,20.2,7.2,4.6,16.4,22.1,94.8,0.0,0.0,0.0,0.0,0.0,24.3,-4.59,0.84,0.35,0.156,0.512,0.3414634146341463,0.3414634146341463
240.9,0.462,0.363,0.477,0.781,10.7,32.3,42.9,23.0,6.8,5.6,12.7,21.1,94.5,1.0,1.0,1.0,0.0,0.0,29.7,5.49,0.37,0.265,0.137,0.528,0.7073170731707317,0.6951219512195121
240.6,0.443,0.345,0.465,0.746,11.3,29.3,40.6,19.3,9.0,4.7,15.2,22.7,94.2,0.0,0.0,0.0,0.0,0.0,24.4,-3.74,0.8,0.28,0.18,0.515,0.3536585365853658,0.3658536585365853
241.8,0.429,0.344,0.448,0.737,12.2,28.7,40.9,19.3,6.7,3.8,13.7,21.3,94.0,0.0,0.0,0.0,0.0,0.0,25.8,-7.02,-0.23,0.296,0.184,0.504,0.2560975609756097,0.2682926829268293
242.1,0.442,0.334,0.468,0.725,12.2,30.9,43.1,20.5,7.0,4.7,14.8,20.6,93.3,0.0,0.0,0.0,0.0,0.0,28.1,-0.73,0.66,0.311,0.197,0.517,0.4512195121951219,0.4756097560975609
242.1,0.433,0.314,0.448,0.753,13.6,31.9,45.6,22.0,7.1,6.5,14.8,21.3,92.9,0.0,0.0,0.0,0.0,0.0,24.9,-2.62,-0.44,0.301,0.116,0.498,0.4268292682926829,0.4024390243902439
242.7,0.433,0.335,0.456,0.776,12.1,30.6,42.7,20.1,7.6,5.0,16.5,22.3,92.8,0.0,0.0,0.0,0.0,0.0,26.2,-4.65,-0.36,0.303,0.191,0.514,0.3414634146341463,0.3414634146341463
242.4,0.442,0.364,0.459,0.793,11.6,31.0,42.6,20.7,7.4,4.8,15.7,23.1,92.0,1.0,0.0,0.0,0.0,0.0,29.6,-1.48,-0.49,0.266,0.171,0.518,0.4756097560975609,0.4390243902439024
241.8,0.421,0.341,0.44,0.714,13.6,29.2,42.8,18.7,8.9,5.0,17.5,20.9,91.8,0.0,0.0,0.0,0.0,0.0,24.4,-5.63,-0.48,0.337,0.194,0.5,0.3048780487804878,0.3048780487804878
241.8,0.42,0.319,0.454,0.751,13.3,29.5,42.8,20.9,8.6,4.2,15.0,20.9,91.8,1.0,0.0,0.0,0.0,0.0,30.3,-0.1,-0.62,0.293,0.252,0.505,0.5,0.5
240.9,0.442,0.358,0.46,0.681,12.5,32.5,45.1,20.4,8.1,6.5,14.7,20.3,91.5,1.0,1.0,0.0,0.0,0.0,27.3,7.22,0.29,0.322,0.177,0.511,0.6951219512195121,0.7560975609756098
241.5,0.435,0.351,0.457,0.764,11.8,29.9,41.7,21.6,8.9,5.0,14.4,20.8,91.4,1.0,1.0,1.0,0.0,0.0,27.1,5.76,-0.82,0.319,0.203,0.52,0.7439024390243902,0.7073170731707317
243.7,0.448,0.346,0.469,0.731,12.7,29.0,41.7,21.6,7.5,5.4,14.8,19.0,90.7,0.0,0.0,0.0,0.0,0.0,27.6,-1.27,0.69,0.267,0.17,0.515,0.5,0.4512195121951219
240.3,0.441,0.336,0.464,0.753,10.5,30.2,40.7,24.5,8.6,3.9,14.7,21.0,90.3,1.0,1.0,0.0,0.0,0.0,27.7,2.5,-0.63,0.291,0.176,0.515,0.573170731707317,0.5975609756097561
240.9,0.425,0.357,0.443,0.762,11.5,30.0,41.5,19.1,7.2,3.8,13.9,22.1,90.3,1.0,1.0,0.0,0.0,0.0,26.4,0.52,-0.65,0.298,0.211,0.51,0.5121951219512195,0.524390243902439
241.2,0.435,0.344,0.452,0.753,12.4,30.4,42.8,20.8,8.0,7.0,15.1,20.3,90.1,1.0,1.0,1.0,1.0,1.0,27.4,5.84,-0.81,0.328,0.153,0.511,0.6585365853658537,0.7195121951219512
243.0,0.442,0.366,0.464,0.773,10.3,32.3,42.6,19.3,6.8,5.4,16.7,21.5,89.8,1.0,0.0,0.0,0.0,0.0,28.3,1.73,0.55,0.286,0.227,0.528,0.5487804878048781,0.573170731707317
241.8,0.414,0.342,0.431,0.725,12.8,30.7,43.5,21.9,8.0,4.8,16.1,23.3,89.7,0.0,0.0,0.0,0.0,0.0,26.8,-6.35,-0.33,0.272,0.186,0.486,0.2804878048780488,0.2804878048780488
241.2,0.436,0.321,0.453,0.746,13.5,27.7,41.2,20.4,7.1,6.0,16.6,25.6,88.7,0.0,0.0,0.0,0.0,0.0,24.9,-1.22,0.69,0.356,0.127,0.509,0.5121951219512195,0.4512195121951219
242.1,0.428,0.342,0.445,0.753,11.5,29.4,40.8,20.0,8.0,4.4,15.9,20.7,88.0,0.0,0.0,0.0,0.0,0.0,27.5,-2.49,-0.46,0.321,0.158,0.505,0.4024390243902439,0.4024390243902439
243.7,0.418,0.356,0.434,0.75,10.1,29.5,39.6,19.2,7.4,4.9,14.2,21.3,85.4,0.0,0.0,0.0,0.0,0.0,27.6,-3.01,-0.4,0.26,0.204,0.495,0.4024390243902439,0.3780487804878049
241.2,0.477,0.393,0.512,0.748,11.8,32.3,44.1,23.5,7.0,5.5,13.7,19.1,110.4,1.0,1.0,1.0,0.0,0.0,25.2,7.12,-0.04,0.296,0.289,0.571,0.7560975609756098,0.7195121951219512
242.1,0.459,0.374,0.48,0.787,12.5,29.9,42.4,24.5,8.2,3.9,13.1,20.5,103.7,1.0,0.0,0.0,0.0,0.0,27.7,2.16,0.4,0.287,0.2,0.541,0.6097560975609756,0.573170731707317
240.6,0.457,0.364,0.479,0.789,12.1,30.9,42.9,19.6,8.6,5.6,13.4,22.3,102.5,1.0,1.0,0.0,0.0,0.0,27.7,5.74,0.11,0.346,0.19,0.545,0.7073170731707317,0.6951219512195121
243.7,0.486,0.377,0.513,0.672,10.8,32.2,43.0,21.8,6.4,5.8,13.7,22.1,101.5,1.0,1.0,1.0,0.0,0.0,28.0,6.52,-0.76,0.387,0.198,0.559,0.7195121951219512,0.7195121951219512
242.4,0.468,0.349,0.496,0.764,11.1,29.7,40.8,22.1,8.1,5.2,15.8,24.4,101.3,1.0,0.0,0.0,0.0,0.0,27.1,0.87,-0.52,0.357,0.192,0.551,0.5487804878048781,0.524390243902439
241.2,0.437,0.343,0.463,0.725,13.8,29.0,42.8,19.1,8.7,4.2,14.3,22.0,100.5,1.0,1.0,0.0,0.0,0.0,25.3,-0.33,-0.38,0.364,0.22,0.523,0.5487804878048781,0.4878048780487805
241.5,0.444,0.385,0.463,0.774,10.3,29.8,40.1,20.4,7.6,3.9,13.3,22.9,99.7,0.0,0.0,0.0,0.0,0.0,27.0,-1.62,-0.19,0.316,0.253,0.539,0.4024390243902439,0.4390243902439024
240.9,0.459,0.34,0.479,0.763,11.8,30.2,42.0,23.9,9.1,6.0,14.9,22.9,99.5,1.0,0.0,0.0,0.0,0.0,26.7,2.02,0.2,0.35,0.142,0.535,0.5975609756097561,0.573170731707317
240.3,0.454,0.349,0.471,0.759,12.7,31.0,43.7,19.3,7.7,5.4,16.1,23.6,99.5,0.0,0.0,0.0,0.0,0.0,26.5,-2.24,-0.27,0.35,0.137,0.529,0.4390243902439024,0.4268292682926829
242.1,0.437,0.348,0.462,0.789,11.1,30.9,42.0,20.9,9.2,3.9,15.5,22.9,99.1,1.0,0.0,0.0,0.0,0.0,26.4,-0.74,-0.33,0.326,0.216,0.528,0.524390243902439,0.4756097560975609
240.9,0.444,0.365,0.474,0.79,12.7,28.2,40.9,18.1,6.7,4.1,13.6,23.7,98.9,1.0,1.0,0.0,0.0,0.0,26.0,2.29,0.3,0.328,0.281,0.546,0.6341463414634146,0.5853658536585366
241.2,0.437,0.355,0.467,0.777,12.5,30.6,43.2,20.4,6.2,4.2,14.3,21.9,98.7,0.0,0.0,0.0,0.0,0.0,26.0,-2.96,0.64,0.322,0.273,0.535,0.4146341463414634,0.4024390243902439
242.7,0.43,0.352,0.457,0.722,13.0,29.7,42.7,22.1,7.8,5.1,13.6,22.4,98.7,0.0,0.0,0.0,0.0,0.0,26.7,-2.16,0.42,0.278,0.252,0.512,0.4146341463414634,0.4268292682926829
242.4,0.451,0.356,0.473,0.767,11.8,29.2,41.0,20.3,7.7,3.2,14.7,23.7,97.3,0.0,0.0,0.0,0.0,0.0,27.3,-2.44,-0.28,0.312,0.188,0.531,0.4024390243902439,0.4146341463414634
241.2,0.45,0.351,0.467,0.772,12.0,29.3,41.3,21.0,6.5,3.5,13.8,21.9,97.2,0.0,0.0,0.0,0.0,0.0,26.9,-2.99,-0.1,0.339,0.141,0.527,0.3658536585365853,0.3902439024390244
240.9,0.459,0.345,0.483,0.796,11.5,31.5,43.0,23.4,5.6,5.5,13.2,21.6,96.8,0.0,0.0,0.0,0.0,0.0,29.0,1.45,0.28,0.275,0.173,0.534,0.5365853658536586,0.5487804878048781
242.1,0.447,0.332,0.465,0.752,13.6,28.7,42.3,22.6,8.0,5.6,13.9,22.6,96.5,0.0,0.0,0.0,0.0,0.0,26.5,0.79,-0.52,0.325,0.135,0.518,0.5121951219512195,0.524390243902439
241.5,0.453,0.363,0.478,0.724,12.0,30.4,42.4,21.6,7.5,6.6,13.7,20.9,96.2,1.0,1.0,1.0,1.0,1.0,28.5,7.8,0.03,0.329,0.216,0.534,0.7195121951219512,0.7682926829268293
244.3,0.459,0.345,0.473,0.778,12.0,29.9,41.9,23.2,7.3,5.1,15.7,22.2,95.7,0.0,0.0,0.0,0.0,0.0,25.5,-0.77,0.3,0.357,0.105,0.533,0.4512195121951219,0.4756097560975609
242.1,0.443,0.364,0.468,0.781,10.7,31.7,42.4,21.1,6.9,4.6,13.8,22.0,95.1,1.0,0.0,0.0,0.0,0.0,29.7,4.04,0.23,0.309,0.237,0.534,0.6219512195121951,0.6463414634146342
241.8,0.432,0.357,0.453,0.75,12.2,31.6,43.8,21.3,7.0,4.5,16.7,24.7,94.5,1.0,0.0,0.0,0.0,0.0,25.0,1.06,-0.41,0.311,0.217,0.517,0.573170731707317,0.5365853658536586
242.4,0.432,0.363,0.442,0.709,13.2,28.5,41.7,21.9,8.5,5.4,14.5,23.1,94.3,0.0,0.0,0.0,0.0,0.0,24.9,-5.99,-0.16,0.306,0.128,0.497,0.2195121951219512,0.2926829268292683
240.3,0.447,0.357,0.475,0.754,10.8,28.1,39.0,20.9,8.5,5.8,14.6,23.3,93.4,1.0,0.0,0.0,0.0,0.0,26.3,2.29,0.34,0.323,0.237,0.535,0.5487804878048781,0.5853658536585366
243.4,0.444,0.345,0.463,0.739,12.9,30.6,43.4,21.8,7.0,6.1,13.8,20.0,93.3,1.0,1.0,1.0,1.0,0.0,27.9,3.87,-0.55,0.335,0.164,0.519,0.6585365853658537,0.6463414634146342
241.2,0.449,0.328,0.465,0.757,12.8,27.4,40.1,22.3,6.6,4.6,15.8,26.7,93.0,0.0,0.0,0.0,0.0,0.0,25.7,-4.27,0.53,0.361,0.121,0.522,0.3170731707317073,0.3536585365853658
242.7,0.432,0.344,0.463,0.792,10.6,29.5,40.1,18.2,7.5,4.4,14.3,23.0,93.0,1.0,1.0,0.0,0.0,0.0,28.3,0.76,-0.27,0.358,0.255,0.534,0.5365853658536586,0.524390243902439
240.6,0.451,0.362,0.471,0.725,11.8,29.3,41.1,21.0,7.1,6.6,16.0,20.8,92.9,0.0,0.0,0.0,0.0,0.0,27.0,-4.0,0.55,0.303,0.181,0.524,0.3292682926829268,0.3536585365853658
242.1,0.441,0.312,0.463,0.711,13.4,28.5,41.9,19.7,7.7,4.2,16.1,24.5,92.7,0.0,0.0,0.0,0.0,0.0,26.0,-9.71,0.09,0.299,0.146,0.504,0.1585365853658536,0.1951219512195122
242.7,0.429,0.362,0.444,0.763,10.4,29.1,39.5,21.6,7.9,3.8,14.2,24.2,91.4,1.0,0.0,0.0,0.0,0.0,27.8,-1.5,-0.32,0.318,0.187,0.512,0.5121951219512195,0.4390243902439024
243.0,0.415,0.315,0.44,0.766,12.4,27.8,40.2,21.0,6.7,3.8,14.8,23.0,88.4,0.0,0.0,0.0,0.0,0.0,27.5,-7.07,0.78,0.279,0.201,0.493,0.2195121951219512,0.2560975609756097
243.4,0.479,0.399,0.511,0.806,9.5,32.3,41.8,26.6,6.7,5.0,13.3,20.5,108.4,1.0,1.0,1.0,0.0,0.0,27.5,5.55,-0.07,0.206,0.293,0.568,0.6585365853658537,0.6707317073170732
241.8,0.459,0.371,0.487,0.785,12.4,27.2,39.6,20.7,7.6,3.7,14.7,23.6,102.6,0.0,0.0,0.0,0.0,0.0,25.6,-3.02,0.15,0.314,0.243,0.551,0.4268292682926829,0.4024390243902439
241.8,0.447,0.357,0.471,0.757,12.6,28.6,41.2,18.6,8.0,4.1,13.9,22.6,101.7,1.0,0.0,0.0,0.0,0.0,26.5,1.85,-0.29,0.375,0.209,0.538,0.5121951219512195,0.5609756097560976
243.4,0.454,0.375,0.479,0.791,10.5,27.9,38.5,19.4,6.5,3.3,13.1,24.0,101.1,0.0,0.0,0.0,0.0,0.0,25.9,-2.99,-0.04,0.315,0.244,0.548,0.3292682926829268,0.4024390243902439
243.0,0.461,0.325,0.487,0.744,11.0,30.3,41.3,23.4,8.5,5.6,14.8,22.7,100.3,1.0,0.0,0.0,0.0,0.0,27.4,0.23,0.13,0.347,0.161,0.535,0.5365853658536586,0.5121951219512195
240.9,0.478,0.345,0.517,0.7,10.5,32.6,43.1,20.6,6.4,5.4,14.5,22.8,99.9,1.0,1.0,1.0,1.0,1.0,29.2,3.87,-0.27,0.363,0.227,0.556,0.6341463414634146,0.6341463414634146
242.7,0.458,0.364,0.476,0.76,10.6,29.6,40.2,20.2,7.9,4.9,14.1,20.9,99.4,0.0,0.0,0.0,0.0,0.0,26.5,-1.95,-0.15,0.356,0.158,0.538,0.4634146341463415,0.4268292682926829
242.1,0.453,0.349,0.486,0.745,11.8,30.3,42.2,21.1,7.7,4.3,13.9,23.1,99.4,1.0,0.0,0.0,0.0,0.0,25.1,2.5,0.03,0.329,0.24,0.539,0.5487804878048781,0.5853658536585366
242.4,0.462,0.374,0.481,0.783,12.6,29.6,42.2,18.0,7.2,6.0,13.6,22.4,99.1,1.0,1.0,1.0,1.0,0.0,27.5,6.07,-0.11,0.364,0.175,0.55,0.7317073170731707,0.7073170731707317
241.8,0.454,0.351,0.483,0.784,10.4,30.2,40.5,22.3,7.4,3.6,14.6,20.4,98.9,1.0,0.0,0.0,0.0,0.0,27.2,1.54,0.07,0.334,0.217,0.544,0.5365853658536586,0.5487804878048781
241.8,0.433,0.341,0.467,0.718,12.0,30.3,42.3,20.7,7.4,4.4,14.1,23.7,98.5,0.0,0.0,0.0,0.0,0.0,25.6,-1.35,0.25,0.323,0.27,0.521,0.4146341463414634,0.4512195121951219
242.4,0.467,0.362,0.494,0.755,9.9,29.7,39.6,20.9,7.0,5.1,16.6,24.8,98.0,0.0,0.0,0.0,0.0,0.0,25.3,-1.54,-0.05,0.349,0.204,0.551,0.4024390243902439,0.4512195121951219
242.1,0.453,0.38,0.472,0.738,11.3,29.9,41.2,21.6,7.3,3.3,14.6,23.2,97.8,1.0,0.0,0.0,0.0,0.0,25.5,-1.04,-0.04,0.322,0.203,0.535,0.4878048780487805,0.4634146341463415
242.7,0.446,0.379,0.465,0.738,11.0,31.7,42.8,22.0,6.2,4.2,14.9,24.9,97.8,1.0,0.0,0.0,0.0,0.0,24.1,0.63,-0.12,0.292,0.219,0.527,0.5,0.524390243902439
241.8,0.454,0.339,0.487,0.729,11.7,30.6,42.3,19.0,6.9,4.8,13.9,21.1,97.6,1.0,1.0,0.0,0.0,0.0,27.1,2.23,-0.06,0.362,0.228,0.538,0.6097560975609756,0.5853658536585366
241.5,0.465,0.344,0.483,0.791,10.1,33.0,43.1,20.8,6.5,6.1,14.5,22.8,97.2,1.0,1.0,0.0,0.0,0.0,26.8,1.57,0.18,0.332,0.131,0.54,0.573170731707317,0.5609756097560976
242.4,0.454,0.367,0.472,0.75,13.0,27.2,40.3,19.8,7.2,4.8,15.7,25.0,97.2,0.0,0.0,0.0,0.0,0.0,22.7,-4.76,0.07,0.34,0.178,0.534,0.3170731707317073,0.3414634146341463
